date,reviewID,reviewerID,reviewContent,rating,usefulCount,coolCount,funnyCount,flagged,hotelID
23-Aug-12,Oa98R6iKSAzb813Q7pRmlw,_K2vd8VyxuktDIfktaq66w,"The only reason this hotel is not getting 5 stars from me is the price. Normally my work pays for my trips, and did on this occasion, but I respect the folks out there reading this who may not be flushed with cash. This is a pricey hotel, and is probably a little bit more expensive than it needs to be. The building is old, and thusly, the rooms are not quite as spacious. However, my room did have an attached ""living"" room with chairs and another flat-screen tv, which helped stretch things out a bit. The lobby truly is spectacular. You come up from ground level by way of escalators and find yourself floored by the cathedral-esque painted ceiling and detailed architecture. Since the room was not ready by the time of check-in, the hotel offered $50 in hotel services for the wait. That $50 was used towards the amazing high tea they offer daily in the grand lobby - best high tea I've EVER had! Lots of food and you could also get a glass of champagne to boot. There was one gentleman with thick-rimmed glasses who would work the desk and he was just so helpful and delightful. He was extremely knowledgeable about the city and could provide both flashy and mega cheap-but-awesome places to go.",4,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
09-Sep-12,hr-WoxvMy9qc4whNCYRtgQ,zDf8z7mzWOrSwkbkf680xw,Beautiful and well maintained hotel. Great ambiance and professional staff!,4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
25-Jul-12,YJt7ZReE9iFP183OuS8EHA,u5lzUAnMRYCSgxGCKmFkug,"This is a historic, nice, and pricey hotel in the heart of Chicago. The good:  helpful concierge, clean, complimentary drinking water near all entrances, central location right on the El Train line, rooms equipped with mini-fridges, and beautiful lobby, bar, and restaurant. Could be better:  room size, price, and parking cost. Overall, if you are willing to pay around $170 a night minimum, don't need a lot of room, and prefer to be centrally located, this is a decent proposition.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
25-Jul-12,YWgneSIHJxE5afDCABhlYA,i6w1V5iPWdYKVPnZLOeLkA,"This hotel is like the Waldorf Astoria of Chicago.  Its oppulent, its grand, its a Hilton, but its a tad bit musty.  The location is fantastic and the its huge.  The lobby is gorgeous too.  The housekeeping staff is friendly and efficient.  The front desk was hit or miss for me (one agent was less than happy to check me in, the other was incredibly gracious).  The rooms are nice.  The decor is cool and modern, but in line with the existing style of the hotel...sort of Hollywood glam (but in Chicago).  The beds are comfy...but my bathroom was tiny....I mean, extend your arms and you are touching the shower and the door with the sink in front of you and the toilet behind you...TINY.  Elevators can be a bit slow, even though there are like 10 of them...perhaps a few were in repair?   Bottom line:  If you can score a good deal.  Stay here.  I'm not sure I would splurge on this hotel though.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
20-Sep-12,b7lWNl9INXToKdTlzBN67A,ieEWM1jcTqlZjrjL2RHpDw,An absolute stunning hotel. The details are superb. The staff is curteous and helpfull. I love the restarant and bar in the lobby. It has such great energy. The bed and linens were so comfortable. Check-in was quick and efficent. Our bags arrived to our room with in 5 minutes. The location is perfect right in the heart of the theater disctric. You can walk to everything including millenium park. We will be back.,5,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
07-Sep-12,j2O1qav-JrFS0Pgm6FMP3A,OiBmu84gTMZhWqDi2PXhCQ,"The hotel was a good one.  The lobby looks great although I only spent time walking through it to and from my room to the city streets.  It is based on an older building so the fixtures and decor are of a different era which is a good change of pace if you're looking for it.  It has a decent fitness area although they charge for use of it.  Just a couple blocks front Grant Park with is good and close to a number of good restaurants.  When coming back to the city, I'll definitely will consider staying again.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
20-Jul-12,hlY8MKpNxqpPzz5k1JBmdw,wzyGNvArcpUjZauRWFrKHA,"This is a grand old hotel.  Grand in the sense that the lobby and common areas are sort of spectacular.  But it's like that person at the bar before last call....at 2:00 am after a few beers, he or she may look very good.  But peel away the beer goggles and the 10 you went home with suddenly becomes a 6, 6.5 tops.  Of course, I'm happy with a 4 so I'm not really complaining. Having said that, this isn't a bad place.  The staff is nice,  beds are super comfy, the place is very clean (though some of the areas are a bit worn) and the location is awesome.  This place is giant...with so many wings you may get lost going to your room.   You are very close to Millennium Park, the waterfront, theaters, even the Miracle Mile is a short walk away.  The lobby is truly breath-taking.  But it's not all lollipops and unicorns....the breakfast offered on the Executive Level is incredibly weak.  Oatmeal is the only hot food offered and the set up is almost aggressively inefficient.  Speaking of inefficient, you'll spend more time waiting for the elevators than sleeping in your bed.     I've stayed here twice and my first room was very tiny, but my second room was nice and spacious. If you get a good deal, it's definitely worth staying here.   I also think it's funny that the Palmer House is located a few blocks from Wacker Drive, but that's just because I'm incredibly immature.",3,1,0,1,N,2m_KBLL9Bk_dwZ5n5b11nw
03-Jul-12,FPjQhdDurrxwE2uo-vcZkA,Qr4RnZdwqjrY9_abNPZo9A,"I had a hard time trying to figure out if this was a good hotel, not good hotel, or a very good hotel.  In this instance, I'm going with the middle of the road because the negative and the very good offset each other.   First, we booked this hotel through Priceline for $140/night for two nights. I thought that price was pretty good for early summer.  It's located right near the blue line (easy to get to after you arrive at the airport) and it's between most other loop lines (easy to get around the rest of the city).  The place touts itself for its history within the city and the performers it has hosted.  This is to say, good first impression. Upon checking in, we were offered an upgraded room with a king sized bed for $49 more.  We opted not to upgrade and they gave us an upgrade to a queen sized bed for free-- nice touch!  Our room was spacious, though it had one chair, a desk, and a TV stand along with the bed in the sleeping area leaving it looking empty.  The bathroom was on the smaller side, but it had some nice Peter Thomas Roth bath products.  However, the bathtub was majorly clogged.  Sad.   Outside of that, the room I had faced east, and the room filled with sunlight no matter how tightly I drew the blinds.  It made it hard to sleep past 7am.  As far as the rest of the hotel, the staff and front desk were friendly and helpful.  Checkout was easy, and we were able to leave our bags with the hotel for a couple hours before catching our train to the next destination.   So, the Palmer House was nice.  I wasn't blown away, but I was happy most of the time there.    In all my traveling experiences, I think it's worth staying if you can get it for under $150.",3,1,2,0,N,2m_KBLL9Bk_dwZ5n5b11nw
16-Jul-12,aUlO2DNV7LQIdF8T7QS4jw,KeuhteHe76DxDlXnkWoDwA,"The room I stayed in on the 13th floor was quite comfy. 2 of the 3 nights I passed out in the king size bed with various items (ie room service menu, cell phone, etc) scattered around me. The sheets were clean and cozy, the pillows aplenty & satisfactorily poofy. The room appeared recently redone in an art deco style. I can dig. No peeling wallpaper to complain about whatsoever, not even in the bathroom. Yes, the bathroom is compact to the point that closing the door is awkward. Not so great for couples hot hotel seduction, but I was here for a conference. The raised sink as literal wash basin on counter was obnoxious. Also low. I'm tall, quit annoying me with sinks at my knees please. I did not find I was lacking for towel-hangage space, though yes the toilet is like a space rocket. So, too, are people next door if you happen to be so lucky. Very thin walls. Like, hearing people's entire conversations over HBO at midnight thin. All that is redeemed by the Food. The Palmer club is turkey, tomato, Gruyere [chorus of angels], bacon, and a black pepper mayo on multigrain bread. With truffle potato chips. The Sweet corn soup has chorizo, is light, tangy, carries a touch of heat. And, oh, yes, Bertha's brownie. I know not who she is, but I am proud of whoever created this dessert in her name. The brownie, with its fudge syrup and nuts, was good. Maybe not as good as the chocolate ice cream that accompanied it. Definitely not as awesome as the chocolate mousse. Omg. Also, eggs benedict. Not absolutely mind-blowing, but pretty near perfect. Only downside to the room service is that the 'late night kitchen' closes at midnight. At first, I did not realize this when I returned much later from my romp around the city.",4,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
21-Jun-12,UlxFSqW-iS3N57L5Am4anQ,huHOgjAAeUr6zoV-dcbI9Q,"It seemed like a great Priceline deal, nice-sounding hotel in the Loop... until I check in and discover that parking is an astounding $62/night. The desk clerk says ""well after all, it IS Chicago."" I asked him to have my car stolen; after all, it IS Chicago. The walk to my room was reminiscent of the Big Wheel scene from The Shining.  The room is Grandma-fancy, along with Grandma-pathetic electricals circa 1983. Is that really a double bed? I didn't know hotels had rooms with just one double bed, other than maybe the Y. The room is clean, but tired. Room service shuts down at midnight, again kind of Grandma. I'm sorry - I am a guest here but I have to pay extra to use the fitness room? Barf that. Would I book here on purpose? How many stars am I holding up?",2,2,1,4,N,2m_KBLL9Bk_dwZ5n5b11nw
18-Jul-12,#NAME?,Ld9dEfNsjJ_IYvW1-82pXg,"I really go back and forth between three and four stars for the Palmer House. On the plus side: - Beautiful Lobby - Friendly Staff - Good price for the location On the downside: - AC in the summer and heat in the winter is not quite enough for what you need - I ordered breakfast off the menu on the last visit and it took almost 45 min to bring out anything (this includes the orange juice) Rooms are fine and comfortable. The hotel is very large and the floors can be a little bit of a maze. Overall I would stay here again based on the price, location, and acceptability of the rooms, so I guess I will go with four stars.",4,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
31-May-12,1nBErPsolJLdBOSI7WY3CQ,z89zvVnsyKqXLXVfAnRVWw,"We stayed here for 2 nights on a weekend trip to Chicago. Good location right off of Michigan Ave. Small rooms and poor layout (TV to the left of the bed) but we didn't spend much time in the room so it didn't matter too much. Nice bathrooms with Peter Thomas Roth products. The second floor lobby is beautiful. The hotel is historic without looking/feeling dirty or old. We booked the hotel through Priceline and weren't treated too great upon check-in. We were told we were in a smoking room and that it was the only room available. When we expressed our displeasure, he found a non-smoking room acted like he was doing us a favor, when really he just lied to us at first. This has happened to us at other hotels too, and it's something I just don't understand. I wouldn't mind staying here again.",3,2,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
25-Jun-12,kX3XvIrwCbNozonyI0ahHg,hmvqH5zaWAAgJxan5eHilw,"Getting nickel and dimed is an accepted reality on domestic airlines, but now I can announce this trend has made it to the hotel industry, too. They have a fitness center, but it costs $10 per trip and closes at 9:00 pm. WTF? Others have mentioned the extortion they charge for parking. You might not be surprised that they charge for Wi Fi, too. The lobby is ostentatious, the ceiling more Staten Island than Athenian. The rooms are on the small side, ugly interiors, and no apparent thought to the arrangement of furniture, TV, etc. The elevators are excruciatingly slow. If you're on the 19th floor or higher you have a choice of 3, so you can imagine how quick that is. The bathrooms were OK. There are a few stores in the lobby. Location is solid. You can do better.",2,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
21-Aug-12,S79Dcb2nCP0gKBLogsjWKg,uoJwhPmgTmvs3GYkMhjkpw,"What a no brainer. This hotel is the right place for a family visit, a romantic visit or a business trip.  This is a fantastic hotel that has great charm. The hotel and service will blow you away.",5,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
28-May-12,CE208CSDi0ibe-hOQFTRLg,edMTkM8eoD3FLcpO_OxnqQ,"I'm feeling slightly charitable by rounding up to 4 stars for our Memorial Weekend trip. I'll break it down. Where I always start... Bathrooms: This one was fairly clean - a solid 8/10 but it loses major points for being the size of a brook closet. It was difficult to get in and out of to close the door, and there was no good place to put wet towels after our showers. I'm smaller than an average size woman, and I had some trouble maneuvering. The updates that were done to the bathroom did give it nice modern appeal. Toilets and shower were extremely noisy. The middle of the night bathroom trip could have woken the dead from their slumber! Room: Decent size room for the price. We were told we had a queen bed, but ti felt a little snug for a queen. The bed sunk in the middle a little bit (I would assume with a bed that size that typically only one person would sleep in it at a time). Linens were comfortable and enough pillows. Decor was nice and looked as if it had been recently updated. I liked the modern color scheme. The wallpaper on the walls was peeling in multiple places. Seems like such an easy fix that just wasn't done. Location: Just a few blocks away from Millennium Park and Grand Park, steps away from all color el stations and a block away from State Street shopping. I have no complaints with it! We actually walked almost everywhere the whole weekend because of the nice weather. Overall, the hotel itself was beautiful. I wished they would have cranked up the AC a little bit more in their common areas with the highs in the mid to upper 90s in Chicago. And their lobby is on the second floor which I found to be strange and somewhat frustrating as the signage wasn't terrific when we were checking after walking with bags on a warm day. Plenty of elevators (they are split in sections of rooms which was nice for a building that size - never waited more than 60 seconds). All common areas were neat and clean, the staff we did encounter was quite pleasant. Worth the money we spent on a hotwire deal, but I'd never pay full price for this place!",4,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
12-May-12,#NAME?,#NAME?,"The s/o and I made the Palmer House our home during our week long vacation in Chicago and although we only stayed for a week, it was difficult to leave behind...Chicago and the Palmer House! Location was key for the both of us as it would be our first domestic vacation where we relied solely on public transit.  With that said, the PH was just around the corner from the Red line and one block away from the Blue line which can take you to O'Hare...saving you lots of money on cab fare! Stepping into the hotel was a little was odd as it was a cold, stale looking interior until we took the escalator up to the lobby where a ceiling mural of luxurious art greeted us; eat your heart out Venetian Hotel in Las Vegas.  The lobby alone was rich in history and grandeur.  Check in was quick and friendly. There was just one elevator bank with eight cars, unless you were staying in the Executive floor and you had your own exclusive elevators to use.  Our room was located on the 8th floor, where the fitness center was located as well.  The room was of decent size and the decor although fairly newer, was kept in style of the hotel.  The bathroom was very small, but functional.  It could've used some ventilation system as it would get quite steamy during a hot shower so, we had to always prop the door open.  The room had a walk in closet and safe big enough to hold a laptop. However, our room did have a connecting door to each room on both sides of us.  One night, we could hear deafening cries from an infant in the room next to us.  I wanted to complain but I felt sorry for the parent who had to deal with it.  Then on the Friday night, we could hear music radiating  from the Ballroom (not sure how many floors below us) for a wedding or something.  But all things considered, noise wise, I would consider ourselves majorly lucky as we were placed in a room facing other rooms (Imagine a ""U"" shape, we were on one side of the ""U""), otherwise we would be hearing cars and the above ground train on Wabash. A couple other pros I should mention was the HSIA was complimentary, which is pretty rare for full service hotels, not to mention, the signal strength was excellent. The other pro was having a Starbucks on the ground floor. Overall, our stay was very pleasant and made our trip to Chicago totally enjoyable knowing we had a comfortable room and cozy bed in an amazing hotel!  Chicago was an awesome city and when we come back, we're staying at the PH again!",4,2,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
22-Aug-12,wadLIghjek7U-I3U9Ntqsw,RDmV0KKFtdLZ1Nj9npo3fg,"The location is super, just a quick walk to Millenium Park and a few blocks to an El that brought us right back to Oak Park for $2.25 each. We had scored a great deal on an Orbitz-type site so we decided to take a mini-trip with two kids (ages 10,12) to The Palmer House. Everyone here mentioned the ""wow"" factor of the lobby, which was lovely. But, the room, the view and the bathrooms were surprisingly ho-hum. Our 10th floor room overlooked a fire escape and the metal sides and roof of the pool. We couldn't see the street at all. The bathroom-aside from a posh sink-was similar to my grandma's. (No offense, grandma) Very old-school 1950's with old tile that needed a good scrubbing, old tub, very small. The indoor pool is small but it has a deep end that went to 8 feet and a hot tub, which the kids loved. We basically had it to ourselves at 5 pm, but by 9:00 in the morning it was near capacity. The only other thing we didn't like was the maid knocking on our door at 8:00 a.m. to ask if we were leaving yet. We said, ""No, check out isn't until noon so we planned to stay until then."" And she said, ""No, check-out is at 10:30. 11:00 at the latest."" We called the desk who said that it was actually noon.",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
18-May-12,SQEviXWP5uXb1Et0h6kwMQ,HUmClClluKP5Ur6X7e306Q,"This is an incredible hotel.  With an expansive conference center, a basement Starbucks, and nice rooms, the Palmer House is an incredible place to work and stay. They have everything from nice single and double rooms (I got to try a double room for 2 nights) to giant suites (which I didn't see, but I did see one of the suite-getters get a free bottle of water, so score there).   The hotel is also convenient to the Miracle Mile, Lake Michigan, and Millennium Park, so scenery. Overall, Palmer House is a massive win.",5,1,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
08-Jun-12,kd9,5aCEquYmXUIsWmpUp1gqxA,"Stayed here while attending the IRCE2012 conference.  This as one of the 4 or 5 hotels recommended by the conference and also the most expensive.  Probably b/c it's located in the middle of downtown - walking distance within about 15 Starbucks in a 1 mile area! Location: 5 stars Rooms: 2.5 stars (thin walls and doors - so I could hear clearly the conversations happening in the rooms around me).  I paid $300 per night, but had a view of scaffolding into the brick walls of the building next door.  Probably still better than my coworker whose room faced the train tracks. Layout: 3 stars - it's confusing - multiple buildings of various heights and my 8th floor room had 3 different elevator locations I could take. Decor: Rooms are very dated (dated, not classic mind you) - well maintained, but dated in decor and layout. Amenities: 3 stars.  Good water pressure, bright / clean bathrooms.  But you have to pay for use of the gym?  That really sucks. Late check out will cost you extra!",3,0,0,0,N,2m_KBLL9Bk_dwZ5n5b11nw
28-May-12,RxP7MH5HEevk,SyoTBw_CMhqpr1cynpLFeA,"Attn: Mr. Todd Temperly What happened to the GOOD OLD DAYS?  When Hospitality meant something... When you call yourself ""THE Palmer House"" you are creating a allegiance to your brand.  You are failing to live up to the brand that was built for you many decades ago.  The fact that movies stars of years past would flock to your hotel simply based on the name and the brand that was built on SUPERIOR HOSPITALITY.  The hospitality recevied by those customer is absolutly a thing of the past.  Unfortunately, you have failed miserably to accomplish anything other than outstanding luggage service.  What a shame?  You are actually calling yourself, ""THE Palmer House"".  Boo Woo Woo, you are embarassing THE CITY OF CHICAGO. Just a note on how our company's corporate travel policy works.  Each week we are assigned a client to visit for 5 days.  We're generally given notice sometimes 3 days, sometimes 5 to7  days and sometimes weeks in advance notice. We're given a budget for just about everything, air, hotel and car + a daily food allowance and other incidentals like dry cleaning, fuel etc.  As contractors WE HAVE A CHOICE!!!!  The key is to create a pleasant and enjoyable experience for yourself in your home away from home. I am a contract technical trainer for a company that employs 15,000 other contract trainers.  (Notice no large caps in titling as it is not that important to me.  The important thing is to get the job done, and I am proud to say we do that!!)  In the 18 months of nonstop travel week to week all across the country I have only experienced the feeling of being so belittled and unwelcomed by a hotelier in the hospitality industry one other time and they will not get my repeat business either. It is a shame that I would have to interact with your hotel front desk via phone and front desk managers via phone and in person (Kim over the phone and Vera in person)  5 times and miss my check in and revise the reservation 3 times to accommodate your staff in the handling of a corporate preauthorization to pay for my stay (at your oh so fabulous facility).   When I told the front desk manager to note that I would pay for the first night or two out of my pocket was a moment of insanity for me.  After experiencing this cavalier attitude in person, I recall that I HAVE THE OPTION TO CHOOSE.  Thank Goodness for that.   Thank you for giving me the OPTION TO CHOOSE!!!  I'll work as diligently as I can to stick with my normal policy of patronizing the local boutique hotels who live and die by their level of hospitality.  For example Kimpton Properties, YOU ROCK!!!     Vera, your front desk manager was so arrogant as to tell me she would have been doing me a favor in accepting the preauthorization.  However, as she put it, she couldn't even accept the preauthorization from me because it wasn't on 'your form' and the form wasn't turned in 1 week in advance of my stay.   I don't know if I received this treatment because I'm a professional busines traveler and you don't work with business travelers. I don't know if I received this treatment because I'm a woman busines traveler and you don't work with women business travelers. I don't know if it's because I'm a human being with a heart and soul that should be treated with courteousy and respect, an you don't work with human beings. I don't know if it's because I'm a black travelers, and you don't work with black travelers. The Palmer House is definitely not my kind of place.  Your staff is cold, cavalier and fails to provide a business class of professional hospitality.   Good Luck!!! cc: Hilton Corporate HQ 7930 Jones Branch Drive McLean, Virginia 22102  USA cc:Yelp.com",1,1,0,2,N,2m_KBLL9Bk_dwZ5n5b11nw
